Function,Gene
GO:0004060,10
GO:0002692,613
GO:0043314,613
GO:0044194,3916
GO:0061474,3916
GO:0072594,3916
GO:1902513,3916
GO:0003199,2078
GO:0019254,34
GO:0051791,34
GO:0051793,34
GO:0070991,34
GO:0021837,2260
GO:0021847,2260
GO:0035607,2260
GO:0043009,2260
GO:0048339,2260
GO:0048378,2260
GO:0060117,2260
GO:0090080,2260
GO:2001239,2260
GO:0012501,7150
GO:0040016,7150
GO:0006268,7153
GO:0009330,7153
GO:0044774,7153
GO:0045870,7153
GO:0009295,7153
GO:0019035,7153
GO:0006739,2539
GO:0010734,2539
GO:0019322,2539
GO:0046390,2539
GO:0019787,8266
GO:0071818,8266
GO:0038183,7421
GO:0038186,7421
GO:0060058,7421
GO:0060558,7421
GO:1902098,7421
GO:1902121,7421
GO:0070644,7421
GO:1900078,2101
GO:0055026,2248
GO:0000035,2779
GO:0051343,2779
GO:0004736,5091
GO:0019074,5091
GO:0008389,1548
GO:0046226,1548
GO:0014819,1756
GO:0016013,1756
GO:0090287,1756
GO:0000105,4522
GO:0004477,4522
GO:0004486,4522
GO:0004487,4522
GO:0006555,4522
GO:0009069,4522
GO:0009257,4522
GO:0019346,4522
GO:0010874,1071
GO:0002215,8288
GO:0032714,8288
GO:0072677,8288
GO:0032696,7356
GO:0032713,7356
GO:0097160,7356
GO:0018675,1559
GO:0018676,1559
GO:0019627,1559
GO:0043603,1559
GO:0052741,1559
GO:0018467,128
GO:0051409,128
GO:0051903,128
GO:0001076,6722
GO:0002011,6722
GO:0010736,6722
GO:0022028,6722
GO:0035912,6722
GO:0042789,6722
GO:0046016,6722
GO:0051150,6722
GO:0060261,6722
GO:0060532,6722
GO:0060947,6722
GO:0061145,6722
GO:0070878,6722
GO:1900222,6722
GO:0000983,6722
GO:0004586,4953
GO:0008494,26986
GO:0000701,5111
GO:0030337,5111
GO:0030894,5111
GO:0032077,5111
GO:0032139,5111
GO:0032405,5111
GO:0043626,5111
GO:0070557,5111
GO:1902990,5111
GO:0001552,4744
GO:0048936,4744
GO:0005592,1301
GO:0035989,1301
GO:0060546,291
GO:0005471,293
GO:0000189,7175
GO:0006404,7175
GO:0006999,7175
GO:0010965,7175
GO:0031453,7175
GO:0044615,7175
GO:0046832,7175
GO:0070840,7175
GO:0070849,7175
GO:0010793,7175
GO:0043578,7175
GO:0051292,7175
GO:0005502,6017
GO:0070233,5304
GO:0001812,2205
GO:0001820,2205
GO:0019767,2205
GO:0045401,2205
GO:0045425,2205
GO:0032078,3001
GO:0003130,650
GO:0003203,650
GO:0003308,650
GO:0032348,650
GO:0035051,650
GO:0042487,650
GO:0051042,650
GO:0060804,650
GO:0070700,650
GO:0070724,650
GO:0072138,650
GO:2000065,650
GO:0010453,652
GO:0033085,652
GO:0035990,652
GO:0035993,652
GO:0045606,652
GO:0048392,652
GO:0048715,652
GO:0055020,652
GO:0060393,652
GO:0060433,652
GO:0060438,652
GO:0060440,652
GO:0060442,652
GO:0060462,652
GO:0060502,652
GO:0060503,652
GO:0060592,652
GO:0060684,652
GO:0060686,652
GO:0061047,652
GO:0061149,652
GO:0061151,652
GO:0061155,652
GO:0070368,652
GO:0071731,652
GO:0071893,652
GO:0072097,652
GO:0072101,652
GO:0072104,652
GO:0072125,652
GO:0072161,652
GO:0072192,652
GO:0072193,652
GO:0072198,652
GO:0072200,652
GO:0090184,652
GO:0090194,652
GO:1901341,652
GO:1902462,652
GO:2000005,652
GO:2000007,652
GO:2000105,652
GO:2000137,652
GO:0003826,593
GO:0003863,593
GO:0010626,6497
GO:0031064,6497
GO:0046811,6497
GO:1902231,6498
GO:0036344,87
GO:0002005,1636
GO:0003081,1636
GO:0031711,1636
GO:0042447,1636
GO:0060177,1636
GO:0070573,1636
GO:0071838,1636
GO:1902033,1636
GO:1903597,1636
GO:0071285,999
GO:0071681,999
GO:0019730,1669
GO:0010632,6714
GO:0010907,6714
GO:0051427,6714
GO:0060491,6714
GO:0086098,6714
GO:2001286,6714
GO:0102009,5184
GO:0044877,2547
GO:0048660,2547
GO:0070419,2547
GO:0071481,2547
GO:0097680,2547
GO:0003691,2547
GO:1904430,7520
GO:0016447,7374
GO:0045830,7374
GO:0097510,7374
GO:0035455,8519
GO:0016667,10437
GO:0042590,10437
GO:0061742,3920
GO:0098857,3920
GO:0008428,6050
GO:0003106,1535
GO:0014895,1535
GO:0017004,1535
GO:1900426,1535
GO:0001912,6347
GO:0019725,6347
GO:0031727,6347
GO:0033552,6347
GO:0035684,6347
GO:0044299,6347
GO:0071403,6347
GO:0090265,6347
GO:2000502,6347
GO:0002676,6352
GO:0030298,6352
GO:0031328,6352
GO:0031584,6352
GO:0046817,6352
GO:0071307,6352
GO:0071448,6352
GO:2000110,6352
GO:0007522,4624
GO:0060420,4624
GO:0032027,4626
GO:0005224,1080
GO:1902161,1080
GO:1902943,1080
GO:0031205,1080
GO:0018585,1580
GO:0018917,1580
GO:0003366,3676
GO:0034669,3676
GO:0050904,3676
GO:0098657,3676
GO:1903238,3676
GO:1990405,3676
GO:1990771,3676
GO:0003430,5916
GO:0045637,5916
GO:0031748,478
GO:0086037,478
GO:0008097,1938
GO:0014076,1938
GO:0042788,1938
GO:2000767,1938
GO:0006771,54
GO:0032929,54
GO:0043318,634
GO:1903385,634
GO:0032791,210
GO:0005147,5008
GO:0038165,5008
GO:0002541,2152
GO:0002543,2152
GO:0002476,3133
GO:0002715,3133
GO:0032398,3133
GO:0032759,3133
GO:0036037,3133
GO:0046703,3133
GO:0033157,3936
GO:0042491,5358
GO:0031014,7138
GO:0045932,7138
GO:0061547,2997
GO:0005412,6523
GO:0015052,155
GO:0031699,155
GO:0000991,2963
GO:0005674,2963
GO:0005675,2963
GO:0004769,3283
GO:0061370,3292
GO:0010625,2670
GO:0051580,2670
GO:0097450,2670
GO:0004167,4282
GO:0010739,4282
GO:0050178,4282
GO:0061078,4282
GO:0061081,4282
GO:0050758,2350
GO:0061714,2350
GO:0071231,2350
GO:0070572,3082
GO:0002357,5551
GO:0002418,5551
GO:0022829,5551
GO:0002820,5987
GO:0070206,5987
GO:1900041,5987
GO:0004575,6476
GO:0001591,1813
GO:0021769,1813
GO:0021853,1813
GO:0030432,1813
GO:0030814,1813
GO:0031223,1813
GO:0033602,1813
GO:0034776,1813
GO:0042321,1813
GO:0043266,1813
GO:0048148,1813
GO:0048755,1813
GO:0051586,1813
GO:0051823,1813
GO:0090325,1813
GO:1900168,1813
GO:0019853,10327
GO:0042840,10327
GO:0047939,10327
GO:0032010,653361
GO:0071469,3645
GO:0014870,5315
GO:0042866,5315
GO:0031247,7184
GO:0031442,891
GO:0046680,891
GO:0051987,891
GO:0071283,891
GO:2000775,891
GO:0021546,3213
GO:0021569,3212
GO:0021570,3212
GO:0048857,3212
GO:0021571,3211
GO:0021754,3211
GO:0048646,3211
GO:0010021,6517
GO:0032593,6517
GO:0005683,6628
GO:0005687,6628
GO:0071208,6628
GO:0004503,7299
GO:0006583,7299
GO:0031626,3416
GO:1901143,3416
GO:0010286,3554
GO:1900122,4318
GO:2001268,4318
GO:0035770,3191
GO:0097157,3191
GO:0051932,2554
GO:1902710,2554
GO:0016917,2554
GO:0002534,3620
GO:0002666,3620
GO:0002678,3620
GO:0033754,3620
GO:0034276,3620
GO:0036269,3620
GO:0046006,3620
GO:0036088,1610
GO:0055130,1610
GO:0070178,1610
GO:0010715,2113
GO:0030578,2113
GO:1904996,2113
GO:0005199,3728
GO:0071603,3728
GO:0071665,3728
GO:0086073,3728
GO:0086083,3728
GO:0098911,3728
GO:0001135,3976
GO:0005146,3976
GO:0048861,3976
GO:0060290,3976
GO:0072108,3976
GO:0072307,3976
GO:1901676,3976
GO:0001712,2114
GO:0043367,673
GO:0043368,673
GO:0048680,673
GO:0001504,2752
GO:0004351,2752
GO:0016595,2752
GO:0045503,2752
GO:0097386,2752
GO:0006061,231
GO:0018931,231
GO:0031098,231
GO:0032838,231
GO:0043795,231
GO:0046370,231
GO:0072061,231
GO:0097238,231
GO:0006725,290
GO:0031983,290
GO:0010810,5880
GO:0042129,5880
GO:0060263,5880
GO:0060753,5880
GO:0002184,2935
GO:0018444,2935
GO:0043415,4654
GO:0043503,4654
GO:0014737,4656
GO:0014878,4656
GO:0071259,4656
GO:1901739,4656
GO:1903862,4656
GO:0005140,3578
GO:0045407,3578
GO:0004906,3459
GO:0042015,3459
GO:0004098,410
GO:0030112,2683
GO:0035250,2683
GO:0045136,2683
GO:0051270,2683
GO:0042131,55
GO:0046085,55
GO:0052642,55
GO:0060168,55
GO:0030953,7430
GO:0043622,7430
GO:0044393,7430
GO:0051286,7430
GO:0072697,7430
GO:0098592,7430
GO:1902115,7430
GO:1902966,7430
GO:1903364,7430
GO:2000643,7430
GO:0036398,7430
GO:0045851,525
GO:0003147,2348
GO:0003253,2348
GO:0061626,2348
GO:0061713,2348
GO:1902110,1386
GO:0086005,3753
GO:0086011,3753
GO:0098915,3753
GO:1902259,3753
GO:1902260,3753
GO:0086008,3753
GO:1902282,3753
GO:0007296,8061
GO:0097070,3248
GO:0004902,1438
GO:0038158,1438
GO:0051916,1438
GO:0060598,374
GO:0002079,4179
GO:0035581,4179
GO:0043382,4179
GO:0004507,1584
GO:0047783,1584
GO:0003955,1728
GO:0002575,7422
GO:0003169,7422
GO:0036303,7422
GO:0043183,7422
GO:0060319,7422
GO:0060948,7422
GO:0061419,7422
GO:1901727,7422
GO:1903572,7422
GO:0030882,912
GO:0048006,912
GO:0003943,411
GO:0061580,411
GO:0061056,5075
GO:0051347,6187
GO:0003835,6480
GO:0006054,6480
GO:1900024,6480
GO:0002331,5896
GO:0002934,1832
GO:0003223,1832
GO:0071896,1832
GO:2000001,6118
GO:0036003,4582
GO:0043618,4582
GO:0090240,4582
GO:0035854,2623
GO:0071733,2623
GO:0032487,7077
GO:0006646,246
GO:0035358,246
GO:0035963,246
GO:0047977,246
GO:0051120,246
GO:0097260,246
GO:1901074,246
GO:2001303,246
GO:0016941,4881
GO:1900625,960
GO:0008753,4835
GO:0002691,6403
GO:0043540,5207
GO:0070095,5207
GO:0001562,6693
GO:0001808,6693
GO:0042373,873
GO:0047021,873
GO:0050221,873
GO:0004085,35
GO:0046359,35
GO:0032916,1385
GO:0034670,1385
GO:0048145,1385
GO:0060251,1385
GO:1990314,1385
GO:1990589,1385
GO:1990763,1385
GO:0061365,5406
GO:0050920,5156
GO:2000739,5156
GO:0009108,8034
GO:0015291,8034
GO:0004565,2720
GO:0044262,2720
GO:0072011,5175
GO:0001946,5532
GO:0005955,5532
GO:0033192,5532
GO:0071074,4690
GO:1903676,4690
GO:1903679,4690
GO:0021633,3737
GO:0044224,3737
GO:0098641,4072
GO:0003420,5447
GO:0003958,5447
GO:0008941,5447
GO:0018393,5447
GO:0019395,5447
GO:0030586,5447
GO:0032770,5447
GO:0043602,5447
GO:0046210,5447
GO:0047726,5447
GO:0090346,5447
GO:0016999,1800
GO:0050667,1800
GO:0072340,1800
GO:0072341,1800
GO:0003908,4255
GO:2000781,4255
GO:0004925,5618
GO:0038161,5618
GO:0030070,5126
GO:0034230,5126
GO:0034231,5126
GO:0030029,6401
GO:0010591,2241
GO:0033007,2241
GO:0036119,2241
GO:0044331,2241
GO:0006984,488
GO:0031775,488
GO:0033292,488
GO:0086039,488
GO:0090534,488
GO:0098909,488
GO:1903233,488
GO:1903515,488
GO:1990036,488
GO:0034381,948
GO:0042992,948
GO:0055096,948
GO:0060100,948
GO:0070543,948
GO:0070892,948
GO:0071447,948
GO:0008613,4879
GO:0003214,1363
GO:0000018,3575
GO:0004917,3575
GO:0038111,3575
GO:0002316,5336
GO:0032959,5336
GO:0072707,7564
GO:1901989,7564
GO:0008456,4668
GO:0019377,4668
GO:0032427,23433
GO:0090005,23433
GO:0031936,3159
GO:0035985,3159
GO:0035986,3159
GO:0090402,3159
GO:0047801,2805
GO:0004905,3454
GO:0019962,3454
GO:0033687,3726
GO:0006971,3673
GO:0010694,3673
GO:0031346,3673
GO:0033343,3673
GO:0038064,3673
GO:0038065,3673
GO:0003158,2697
GO:0003294,2697
GO:0010232,2697
GO:0010643,2697
GO:0010644,2697
GO:0010652,2697
GO:0045844,2697
GO:0060156,2697
GO:0071253,2697
GO:0086075,2697
GO:1903763,2697
GO:0033688,4883
GO:0061750,6609
GO:0001164,7343
GO:0001165,7343
GO:0001650,7343
GO:0006356,7343
GO:1902659,7343
GO:0047023,1109
GO:0047743,1109
GO:0071395,1109
GO:0045799,6886
GO:0060018,6886
GO:0060217,6886
GO:0060375,6886
GO:0033193,6886
GO:2000300,6853
GO:0043457,5566
GO:0051447,5566
GO:0070613,5566
GO:0071872,5566
GO:0043438,7306
GO:0000779,1051
GO:0002432,1051
GO:0036488,1051
GO:0044389,1051
GO:0045408,1051
GO:0060850,1051
GO:0016198,2596
GO:0032584,2596
GO:0051489,2596
GO:1901981,2596
GO:0002645,3135
GO:0002767,3135
GO:2001199,3135
GO:0004726,5771
GO:0042512,5771
GO:0042524,5771
GO:0042527,5771
GO:0045722,5771
GO:0060336,5771
GO:0060339,5771
GO:0070104,5771
GO:1902202,5771
GO:1902206,5771
GO:1902212,5771
GO:1902215,5771
GO:1902227,5771
GO:1902233,5771
GO:2000587,5771
GO:0006557,262
GO:0019810,262
GO:0046500,262
GO:0004838,6898
GO:0004510,7166
GO:0042427,7166
GO:0046219,7166
GO:0021562,1141
GO:0021771,1141
GO:0032225,1141
GO:0033603,1141
GO:0042320,1141
GO:0045759,1141
GO:0051963,1141
GO:0060084,1141
GO:0044210,1503
GO:0005024,2022
GO:0005072,2022
GO:0048845,2022
GO:0070022,2022
GO:0060765,1655
GO:0031062,7494
GO:0035356,7494
GO:0055092,7494
GO:0060691,7494
GO:0071332,7494
GO:1900100,7494
GO:1900102,7494
GO:1900413,7494
GO:1903489,7494
GO:1990418,7494
GO:0005889,2760
GO:0030290,2760
GO:0032428,2760
GO:0001851,1378
GO:0001861,1378
GO:0002430,1378
GO:0004877,1378
GO:0045957,1378
GO:0045806,3958
GO:0070232,3958
GO:0071674,3958
GO:2000521,3958
GO:2001189,3958
GO:0008160,3486
GO:0044342,3486
GO:0030098,6688
GO:0044027,6688
GO:0051525,6688
GO:0090241,6688
GO:0036323,2321
GO:0036326,2321
GO:0036327,2321
GO:0036332,2321
GO:0036402,5702
GO:0002199,6950
GO:0005832,6950
GO:0044053,6950
GO:0090666,6950
GO:1904871,6950
GO:2000109,6950
GO:0098554,5770
GO:1990264,5770
GO:2000646,5770
GO:0051121,239
GO:0071396,239
GO:1901751,239
GO:2001306,239
GO:0010226,3485
GO:0032289,2068
GO:0043139,2068
GO:0048820,2068
GO:1901990,2068
GO:0072040,655
GO:0072133,655
GO:0072134,655
GO:0072136,655
GO:0045197,378
GO:0033233,1958
GO:0072110,1958
GO:0072303,1958
GO:0090636,7414
GO:0090637,7414
GO:0003865,6715
GO:0033218,6715
GO:0042747,6715
GO:0047751,6715
GO:0015920,3929
GO:0060265,3929
GO:0090559,3929
GO:0002865,116
GO:0002878,116
GO:0016521,116
GO:0031858,116
GO:0005150,3557
GO:0005151,3557
GO:0045352,3557
GO:0045353,3557
GO:2000660,3557
GO:0019740,6006
GO:0045085,3902
GO:0055002,6382
GO:1990590,466
GO:0061394,467
GO:1903984,467
GO:1990622,467
GO:0036091,468
GO:0061395,468
GO:1903204,468
GO:1990037,468
GO:1990617,468
GO:0003909,3978
GO:1903461,3978
GO:0001519,5066
GO:0004504,5066
GO:0004598,5066
GO:0009404,5066
GO:0018032,5066
GO:0097118,1000
GO:1902897,1000
GO:2000809,1000
GO:0002017,1585
GO:0001694,3067
GO:0004398,3067
GO:0006547,3067
GO:0004900,2057
GO:0071065,7412
GO:0001651,4691
GO:0035368,4691
GO:0042134,4691
GO:1901838,4691
GO:1990631,4691
GO:2000232,4691
GO:0004340,3098
GO:0008865,3098
GO:0019158,3098
GO:0001055,5432
GO:0045272,4729
GO:0001980,7137
GO:0030172,7137
GO:0006751,2678
GO:0019344,2678
GO:0090086,6737
GO:0004694,5610
GO:0010998,5610
GO:0030683,5610
GO:1900225,5610
GO:1901532,5610
GO:1902036,5610
GO:0042355,2523
GO:0007356,7490
GO:0061032,7490
GO:0072166,7490
GO:0072207,7490
GO:0072302,7490
GO:2000195,7490
GO:2001076,7490
GO:0004766,6723
GO:0030011,6548
GO:0035794,6548
GO:0071436,6548
GO:0071468,6548
GO:0086003,6548
GO:0086040,6548
GO:0086092,6548
GO:0090533,6548
GO:0098719,6548
GO:0071174,1459
GO:0004886,6256
GO:0060528,6256
GO:0035874,26
GO:0052597,26
GO:0052598,26
GO:0052599,26
GO:0052600,26
GO:0097185,26
GO:0033256,4790
GO:0045083,4790
GO:0071359,4790
GO:1904630,4790
GO:1904632,4790
GO:0007620,5266
GO:0009032,1890
GO:0016154,1890
GO:0071386,490
GO:1901660,490
GO:0004875,1380
GO:0006824,6947
GO:0003941,10993
GO:0004794,10993
GO:0006565,10993
GO:0002803,5225
GO:0035577,566
GO:0050725,566
GO:0050754,566
GO:0070944,566
GO:0071373,890
GO:0021869,5455
GO:0072227,5455
GO:0072236,5455
GO:0072240,5455
GO:0021985,5454
GO:0004464,241
GO:0031630,5864
GO:0045054,5864
GO:0048790,5864
GO:0050975,5864
GO:0060201,5864
GO:0060203,5864
GO:0061670,5864
GO:0070083,5864
GO:0097494,5865
GO:0032482,5867
GO:0036477,5868
GO:0051036,5868
GO:0098559,5868
GO:2000286,5868
GO:0070381,5870
GO:0072385,5870
GO:0009582,6863
GO:0031835,6863
GO:0046878,6863
GO:0030354,5367
GO:0010871,9572
GO:0035947,9572
GO:0060086,9572
GO:0070859,9572
GO:0001692,7200
GO:0008437,7200
GO:0014054,7200
GO:0000404,4437
GO:0000406,4437
GO:0032302,4437
GO:0043570,4437
GO:0045910,4437
GO:0051096,4437
GO:0032137,4437
GO:0032142,4437
GO:0032181,4437
GO:0044702,4882
GO:0008900,495
GO:0004058,1644
GO:0036468,1644
GO:0045647,3202
GO:0060638,3202
GO:0002268,602
GO:0010225,602
GO:0032996,602
GO:0033257,602
GO:0042536,602
GO:0045082,602
GO:0003058,1907
GO:0003099,1907
GO:0001896,825
GO:0055103,825
GO:0061061,825
GO:0070315,825
GO:0071472,825
GO:0005142,3589
GO:1903659,3589
GO:0010859,831
GO:0042180,1555
GO:0035565,6927
GO:0003180,1942
GO:0003183,1942
GO:0043535,1942
GO:0061002,1942
GO:0005594,1297
GO:0045112,1289
GO:0051128,1289
GO:0097453,4099
GO:0007525,4703
GO:0030832,4703
GO:0003948,175
GO:0051252,5921
GO:0050684,984
GO:0009988,2525
GO:0017060,2525
GO:0043413,2525
GO:0046920,2525
GO:0045837,5764
GO:0060221,5764
GO:1904389,5764
GO:1904391,5764
GO:1904397,5764
GO:1904399,5764
GO:1990089,5764
GO:0016469,528
GO:0016479,2316
GO:0034329,2316
GO:0035021,4763
GO:0045685,4763
GO:0046929,4763
GO:0061534,4763
GO:0061535,4763
GO:0098597,4763
GO:1900271,4763
GO:0042443,4128
GO:0051378,4128
GO:0003994,48
GO:0008525,5244
GO:0032376,5244
GO:0061092,5244
GO:0090554,5244
GO:1901557,5244
GO:1903413,5244
GO:0014057,6865
GO:0014827,6865
GO:0016497,6865
GO:0035106,6865
GO:0003245,1901
GO:0046625,1901
GO:0061384,1901
GO:0004760,189
GO:0008453,189
GO:0009436,189
GO:0019265,189
GO:0019448,189
GO:0042853,189
GO:0046724,189
GO:0002866,1268
GO:0060405,1268
GO:0098746,6857
GO:1903305,6857
GO:0002634,7128
GO:0032495,7128
GO:0034140,7128
GO:0034148,7128
GO:0035871,7128
GO:0050691,7128
GO:0050869,7128
GO:0061043,7128
GO:0070429,7128
GO:0070530,7128
GO:0071947,7128
GO:0072666,7128
GO:2000349,7128
GO:0005173,4254
GO:0033026,4254
GO:0006196,4907
GO:0046086,4907
GO:0009447,6303
GO:0004368,2819
GO:0006127,2819
GO:0005005,2041
GO:0001588,1812
GO:0031701,1812
GO:0045838,1812
GO:0046960,1812
GO:0001856,728
GO:0004878,728
GO:0004944,728
GO:0021534,728
GO:0038178,728
GO:0004961,6915
GO:0019932,6915
GO:0038193,6915
GO:0021681,4192
GO:0030421,4192
GO:0001809,7784
GO:0002922,7784
GO:0005384,7784
GO:0006828,7784
GO:0010513,7784
GO:0015279,7784
GO:0035803,7784
GO:2000360,7784
GO:2000368,7784
GO:2000386,7784
GO:2000388,7784
GO:0006851,7416
GO:0035602,2263
GO:0035603,2263
GO:0035604,2263
GO:0040036,2263
GO:0060512,2263
GO:0060529,2263
GO:0060601,2263
GO:0060688,2263
GO:0060916,2263
GO:0021545,2065
GO:0050848,1815
GO:0060080,1815
GO:0001992,1816
GO:0001994,1816
GO:0045924,1816
GO:0003429,4146
GO:0016036,1312
GO:0045963,1312
GO:0048609,1312
GO:0050668,1312
GO:0032349,654
GO:0060586,654
GO:2000860,654
GO:0004494,4594
GO:0008142,5007
GO:0015918,5007
GO:0044128,5007
GO:0048254,2091
GO:0004641,2618
GO:0004644,2618
GO:0032963,7148
GO:0048251,7148
GO:0005583,7148
GO:0022405,1001
GO:0032773,1001
GO:0032912,1001
GO:0051796,1001
GO:0060901,1001
GO:1902910,1001
GO:0004638,10606
GO:0046084,10606
GO:0002875,3586
GO:0005141,3586
GO:0030886,3586
GO:0032692,3586
GO:0032701,3586
GO:0045355,3586
GO:0060302,3586
GO:0071650,3586
GO:0001507,43
GO:0006581,43
GO:0032223,43
GO:0042982,43
GO:0043083,43
GO:0045212,43
GO:0004423,3423
GO:0032385,6342
GO:0033814,6342
GO:0045940,6342
GO:0050632,6342
GO:1901373,6342
GO:0006789,54658
GO:0045939,54658
GO:0070069,54658
GO:0070980,54658
GO:0004673,4831
GO:0004673,654364
GO:0018106,4831
GO:0018106,654364
GO:0045682,4831
GO:0045682,654364
GO:0045719,5167
GO:0050656,5167
GO:0000430,7391
GO:0000432,7391
GO:0045990,7391
GO:0055062,2264
GO:0070857,2264
GO:1903412,2264
GO:0046691,3741
GO:0086050,3741
GO:0086052,3741
GO:0086087,3741
GO:0086089,3741
GO:0086090,3741
GO:0031764,51083
GO:0031765,51083
GO:0031766,51083
GO:0031943,51083
GO:0051795,51083
GO:1902891,51083
GO:0004324,2232
GO:0003416,2261
GO:0048640,2261
GO:1902178,2261
GO:0031053,3181
GO:0035198,3181
GO:0050658,3181
GO:1990428,3181
GO:0008123,1581
GO:0003044,6518
GO:1990539,6518
GO:0043163,7051
GO:0046501,2235
GO:0032962,3973
GO:0035472,3973
GO:0038106,3973
GO:0070914,7507
GO:1901255,7507
GO:1904188,2192
GO:1901919,6917
GO:0035633,5742
GO:0045876,6421
GO:0005827,7283
GO:1901380,3792
GO:1901873,5479
GO:1901387,6271
GO:0033135,3270
GO:1901844,3270
GO:0004470,4200
GO:0008948,4200
GO:1902031,4200
GO:0004375,2731
GO:0032079,6188
GO:0032358,6188
GO:0044390,6188
GO:0045738,6188
GO:0061481,6188
GO:0070181,6188
GO:1902546,6188
GO:1905053,6188
GO:2001272,6188
GO:0060077,2741
GO:0097305,2741
GO:0043201,6198
GO:0072534,5803
GO:1900149,5803
GO:2000171,5803
GO:0070087,6672
GO:1902044,6672
GO:0002891,7292
GO:0035709,7292
GO:0035712,7292
GO:0035713,7292
GO:0035714,7292
GO:0035783,7292
GO:0045626,7292
GO:0071954,7292
GO:1900281,7292
GO:2000570,7292
GO:2000572,7292
GO:0019510,191
GO:0030554,191
GO:0071268,191
GO:0005169,627
GO:0031547,627
GO:0031550,627
GO:0048672,627
GO:0003418,4880
GO:0051053,4880
GO:0033592,1975
GO:0034057,1975
GO:0036487,493
GO:0097553,493
GO:0098736,493
GO:1900082,493
GO:1901205,493
GO:1902305,493
GO:1902806,493
GO:1903243,493
GO:1903249,493
GO:2000481,493
GO:0097062,3706
GO:0014813,5081
GO:0035579,6843
GO:0070821,6843
GO:0021514,2624
GO:0021533,2624
GO:0021902,2624
GO:0035065,2624
GO:0060872,2624
GO:2000977,2624
GO:0001071,2625
GO:0002572,2625
GO:0005134,2625
GO:0033600,2625
GO:0035898,2625
GO:0043370,2625
GO:0045061,2625
GO:0061085,2625
GO:0061290,2625
GO:0071442,2625
GO:0072107,2625
GO:0072178,2625
GO:0072179,2625
GO:0072182,2625
GO:0072602,2625
GO:0072676,2625
GO:1901536,2625
GO:2000553,2625
GO:2000607,2625
GO:2000617,2625
GO:2000664,2625
GO:2000683,2625
GO:2000703,2625
GO:2000734,2625
GO:0004095,1376
GO:0006227,1841
GO:0009041,1841
GO:0046940,1841
GO:0050145,1841
GO:0005971,6240
GO:0009263,6240
GO:0050720,1215
GO:0005334,6530
GO:0005330,6530
GO:0004021,2875
GO:0000320,595
GO:0005767,1393
GO:0045055,1393
GO:0051459,1393
GO:0051460,1393
GO:1900011,1393
GO:0005046,10945
GO:0030663,10945
GO:0004913,3566
GO:0035771,3566
GO:0009956,7026
GO:0060849,7026
GO:0071850,1647
GO:0031620,1910
GO:0035645,1910
GO:0006690,6916
GO:0036134,6916
GO:0036394,9495
GO:0043624,9495
GO:0071417,9495
GO:1901862,3488
GO:1904205,3488
GO:0004699,5583
GO:0003985,38
GO:0046952,38
GO:0072229,38
GO:0060739,3371
GO:0071799,3371
GO:0004530,1773
GO:0014074,898
GO:0018979,1572
GO:0060968,1017
GO:0001697,3274
GO:0001698,3274
GO:0004918,3577
GO:0038112,3577
GO:2000211,324
GO:0032597,100133941
GO:0032913,100133941
GO:0002029,156
GO:0003108,156
GO:0033605,156
GO:0047696,156
GO:0060322,1909
GO:0016496,6869
GO:0060083,6869
GO:0043315,5724
GO:0071258,5724
GO:1904058,5724
GO:1904300,5724
GO:1904303,5724
GO:1904306,5724
GO:1904317,5724
GO:0007529,2149
GO:0032651,2149
GO:1900134,2149
GO:0009440,4357
GO:0016784,4357
GO:0070814,4357
GO:0005608,284217
GO:0006925,355
GO:0019724,355
GO:0045619,355
GO:0070230,355
GO:0071234,355
GO:0071279,355
GO:0097049,355
GO:1902617,355
GO:0070389,3337
GO:0031593,3300
GO:0006829,4504
GO:0006875,4504
GO:0033210,4504
GO:0044242,4504
GO:0046870,4504
GO:0055073,4504
GO:0097214,4504
GO:2000117,4504
GO:2000376,4504
GO:0048002,1520
GO:0017077,7350
GO:0001601,4886
GO:0001602,4886
GO:0070417,4792
GO:0097205,3675
GO:0001573,3696
GO:0001872,5806
GO:0098902,5774
GO:0016458,1786
GO:0044026,1786
GO:0045322,1786
GO:0051718,1786
GO:0090309,1786
GO:1990841,1786
GO:0003322,5080
GO:0021778,5080
GO:0021905,5080
GO:0021912,5080
GO:0021913,5080
GO:0021918,5080
GO:0008187,11338
GO:0046533,1270
GO:0048143,1270
GO:0003827,4245
GO:0006049,4245
GO:0032075,3148
GO:0044378,3148
GO:0072091,3148
GO:0051148,5725
GO:0086023,5350
GO:1901895,5350
GO:1901897,5350
GO:0023024,3821
GO:0002228,3822
GO:0032394,100528032
GO:0032394,22914
GO:2000479,4485
GO:0004912,3563
GO:0038156,3563
GO:0097059,1271
GO:0032927,92
GO:0098821,92
GO:0017002,92
GO:1901585,2040
GO:0046899,205
GO:0004063,5444
GO:0046395,5444
GO:0046434,5444
GO:0102007,5444
GO:1901611,312
GO:0014063,4129
GO:0031281,5595
GO:0072584,5595
GO:0090170,5595
GO:2000657,5595
GO:0036343,1803
GO:0004874,405
GO:0036146,10715
GO:0050291,10715
GO:0072721,10715
GO:0005591,1295
GO:0008309,328
GO:0008311,328
GO:0016890,328
GO:0004087,790
GO:0004151,790
GO:0070335,790
GO:0002502,811
GO:0040020,811
GO:0043949,5141
GO:0051012,4134
GO:0051294,4134
GO:1902856,4134
GO:0005943,5295
GO:0051531,5295
GO:1990578,5295
