Drug,Gene
DB00863,1577
DB08899,1577
DB00619,1577
DB01234,1577
DB01216,1577
DB00196,1577
DB00530,1577
DB01114,1577
DB00176,1577
DB00197,1577
DB08930,1577
DB00499,1577
DB00705,1577
DB00220,1577
DB00393,1577
DB08870,1577
DB00404,1577
DB00700,1577
DB05773,1577
DB00776,1577
DB00758,1577
DB00962,1577
DB00661,1577
DB00738,1577
DB01211,1577
DB01224,1577
DB08873,1577
DB06697,1577
DB01045,1577
DB00313,1577
DB05239,1577
DB00540,1577
DB00802,1577
DB00502,1577
DB00398,1577
DB00342,1577
DB00537,1577
DB00333,1577
DB00701,1577
DB01041,1577
DB01388,1577
DB06605,1577
DB06626,1577
DB00501,1577
DB00528,1577
DB00531,1577
DB00717,1577
DB00250,1577
DB01268,1577
DB00394,1577
DB01361,1577
DB01118,1577
DB06413,1577
DB00206,1577
DB00673,1577
DB00472,1577
DB01254,1577
DB00571,1577
DB06403,1577
DB00656,1577
DB00401,1577
DB00238,1577
DB00842,1577
DB00588,1577
DB01026,1577
DB01248,1577
DB00904,1577
DB00834,1577
DB00783,1577
DB01166,1577
DB00907,1577
DB01229,1577
DB00439,1577
DB00678,1577
DB01238,1577
DB00745,1577
DB00175,1577
DB00624,1577
DB01259,1577
DB01184,1577
DB00755,1577
DB00641,1577
DB04946,1577
DB08865,1577
DB01181,1577
DB01232,1577
DB00822,1577
DB00675,1577
DB00862,1577
DB00227,1577
DB00281,1577
DB01201,1577
DB06772,1577
DB01095,1577
DB00688,1577
DB00317,1577
DB00943,1577
DB00201,1577
DB01100,1577
DB00795,1577
DB01115,1577
DB01098,1577
DB03103,4830
DB02887,4830
DB02181,4830
DB04068,4830
DB00709,4830
DB02569,4830
DB00300,4830
DB03491,4830
DB02607,4830
DB04366,4830
DB04542,4830
DB00718,4830
DB04315,4830
DB02345,4830
DB00753,801
DB00753,805
DB00753,808
DB00836,801
DB00836,805
DB00836,808
DB04513,801
DB04513,805
DB04513,808
DB00527,801
DB00527,805
DB00527,808
DB08039,801
DB08039,805
DB08039,808
DB00850,801
DB00850,805
DB00850,808
DB00477,801
DB00477,805
DB00477,808
DB01244,801
DB01244,805
DB01244,808
DB04841,801
DB04841,805
DB04841,808
DB01429,801
DB01429,805
DB01429,808
DB03977,801
DB03977,805
DB03977,808
DB01100,801
DB01100,805
DB01100,808
DB01023,801
DB01023,805
DB01023,808
DB00831,801
DB00831,805
DB00831,808
DB01065,801
DB01065,805
DB01065,808
DB00925,801
DB00925,805
DB00925,808
DB01373,801
DB01373,805
DB01373,808
DB08231,801
DB08231,805
DB08231,808
DB04825,801
DB04825,805
DB04825,808
DB00623,801
DB00623,805
DB00623,808
DB02868,801
DB02868,805
DB02868,808
DB03900,801
DB03900,805
DB03900,808
DB01069,801
DB01069,805
DB01069,808
DB01115,801
DB01115,805
DB01115,808
DB00622,801
DB00622,805
DB00622,808
DB01381,2554
DB01483,2554
DB00292,2554
DB00475,2554
DB00418,2554
DB01589,2554
DB01049,2554
DB01558,2554
DB00962,2554
DB00312,2554
DB01594,2554
DB01174,2554
DB01107,2554
DB00628,2554
DB00818,2554
DB01236,2554
DB00753,2554
DB01559,2554
DB01352,2554
DB01159,2554
DB01028,2554
DB01351,2554
DB00402,2554
DB00897,2554
DB01595,2554
DB00186,2554
DB01587,2554
DB00466,2554
DB01496,2554
DB01215,2554
DB00334,2554
DB00425,2554
DB01353,2554
DB00349,2554
DB00599,2554
DB00404,2554
DB01341,2554
DB00829,2554
DB01355,2554
DB00543,2554
DB00837,2554
DB00801,2554
DB00690,2554
DB01189,2554
DB00474,2554
DB01068,2554
DB00306,2554
DB01708,2554
DB01198,2554
DB01154,2554
DB00842,2554
DB00898,2554
DB00273,2554
DB01567,2554
DB00659,2554
DB01205,2554
DB00237,2554
DB00463,2554
DB00231,2554
DB00546,2554
DB05087,2554
DB00241,2554
DB00228,2554
DB01346,2554
DB00683,2554
DB01354,2554
DB00189,2554
DB00794,2554
DB00849,2554
DB00371,2554
DB01437,2554
DB01588,2554
DB03461,1666
DB08605,1666
DB08914,3643
DB05115,3643
DB01307,3643
DB01277,3643
DB08513,3643
DB05215,3643
DB05120,3643
DB01309,3643
DB00046,3643
DB00030,3643
DB00071,3643
DB01306,3643
DB03909,3643
DB00047,3643
DB00116,10797
DB00157,10797
DB00139,64849
DB00139,6392
DB00756,6392
DB08689,6392
DB04141,6392
DB04389,2272
DB02373,2272
DB04173,2272
DB00328,11251
DB04828,11251
DB00605,11251
DB00201,5143
DB01791,5143
DB01656,5143
DB05219,5143
DB00920,5143
DB01088,5143
DB00651,5143
DB05266,5143
DB00515,4502
DB00526,4502
DB00958,4502
DB05079,3269
DB00734,3269
DB06216,3269
DB01620,3269
DB08800,3269
DB00637,3269
DB00458,3269
DB06678,3269
DB00363,3269
DB00321,3269
DB00408,3269
DB00366,3269
DB01615,3269
DB01106,3269
DB00985,3269
DB01084,3269
DB01069,3269
DB05492,3269
DB01142,3269
DB00719,3269
DB00455,3269
DB05080,3269
DB00656,3269
DB08799,3269
DB00477,3269
DB00768,3269
DB01237,3269
DB04946,3269
DB00342,3269
DB04890,3269
DB01238,3269
DB00540,3269
DB00934,3269
DB00751,3269
DB00967,3269
DB09016,3269
DB06016,3269
DB08801,3269
DB01075,3269
DB00434,3269
DB00568,3269
DB01114,3269
DB00427,3269
DB01071,3269
DB01619,3269
DB00726,3269
DB00543,3269
DB00835,3269
DB04837,3269
DB00737,3269
DB01173,3269
DB04905,3269
DB01146,3269
DB08802,3269
DB06282,3269
DB00920,3269
DB00420,3269
DB00902,3269
DB01403,3269
DB01175,3269
DB00797,3269
DB00950,3269
DB00777,3269
DB00972,3269
DB06766,3269
DB01246,3269
DB01624,3269
DB00748,3269
DB00667,3269
DB01267,3269
DB00792,3269
DB00246,3269
DB00215,3269
DB04841,3269
DB06698,3269
DB00767,3269
DB01151,3269
DB01176,3269
DB06148,3269
DB00370,3269
DB01224,3269
DB00405,3269
DB00354,3269
DB00341,3269
DB00283,3269
DB00557,3269
DB00245,3269
DB06691,3269
DB00334,3269
DB05345,3269
DB08936,3269
DB01239,3269
DB00993,3251
DB01033,3251
DB04356,3251
DB02309,3251
DB03153,3251
DB00352,3251
DB01632,3251
DB05157,5600
DB08896,5600
DB02250,4069
DB02772,4069
DB03013,4069
DB03967,4069
DB03487,4069
DB03189,4069
DB02759,4069
DB06912,4069
DB03006,4069
DB00128,4069
DB03120,4069
DB04194,4069
DB03175,4069
DB04268,4069
DB05260,6241
DB05003,6241
DB05428,6241
DB00242,6241
DB05801,6241
DB03152,6010
DB01646,6010
DB04147,6010
DB02482,6010
DB01728,6010
DB04522,6010
DB01159,6010
DB04079,6010
DB04233,6010
DB03796,6010
DB03381,6010
DB04450,6010
DB07428,3043
DB00893,3043
DB08486,3043
DB07645,3043
DB08262,3043
DB08077,3043
DB08632,3043
DB07427,3043
DB02126,3043
DB00477,6609
DB00381,6609
DB01151,6609
DB00721,1135
DB00411,1135
DB01245,1135
DB00810,1135
DB00674,1135
DB00728,1135
DB00732,1135
DB00657,1135
DB00483,1135
DB01338,1135
DB05740,1135
DB01226,1135
DB01337,1135
DB00565,1135
DB01336,1135
DB01199,1135
DB00416,1135
DB01135,1135
DB00514,1135
DB01339,1135
DB00184,1135
DB00898,1135
DB05390,5029
DB04983,5029
DB04786,5029
DB01454,6532
DB00176,6532
DB01151,6532
DB00289,6532
DB01577,6532
DB00574,6532
DB00543,6532
DB00472,6532
DB01104,6532
DB00422,6532
DB00454,6532
DB00191,6532
DB01105,6532
DB04896,6532
DB00370,6532
DB09068,6532
DB06204,6532
DB00193,6532
DB01191,6532
DB00344,6532
DB01175,6532
DB01472,6532
DB00726,6532
DB00715,6532
DB00805,6532
DB00661,6532
DB06148,6532
DB00540,6532
DB09016,6532
DB00458,6532
DB00514,6532
DB04889,6532
DB00988,6532
DB00476,6532
DB01363,6532
DB00852,6532
DB01114,6532
DB00907,6532
DB01149,6532
DB00215,6532
DB00656,6532
DB04832,6532
DB00321,6532
DB05422,6532
DB06700,6532
DB01442,6532
DB04836,6532
DB01142,6532
DB01242,6532
DB00285,6532
DB00182,6532
DB08918,6532
DB00408,6532
DB00579,6532
DB05688,6532
DB06701,6532
DB00108,712
DB00095,712
DB00002,712
DB00110,712
DB00073,712
DB00087,712
DB00075,712
DB00054,712
DB00074,712
DB00111,712
DB00005,712
DB00051,712
DB00072,712
DB00092,712
DB00078,712
DB00081,712
DB00056,712
DB00112,712
DB04216,506
DB07384,506
DB08399,506
DB07394,506
DB08629,506
DB00112,9103
DB00111,9103
DB00092,9103
DB00005,9103
DB00095,9103
DB00054,9103
DB00002,9103
DB00110,9103
DB00072,9103
DB00081,9103
DB00078,9103
DB00028,9103
DB00051,9103
DB00087,9103
DB00108,9103
DB00074,9103
DB00075,9103
DB00073,9103
DB00056,9103
DB01365,147
DB01403,147
DB05469,147
DB00696,147
DB00726,147
DB00182,147
DB00935,147
DB00458,147
DB01255,147
DB06148,147
DB00622,147
DB01224,147
DB00363,147
DB01149,147
DB01049,147
DB00734,147
DB00723,147
DB00408,147
DB00668,147
DB00598,147
DB00745,147
DB04855,147
DB01238,147
DB00540,147
DB00298,147
DB09128,147
DB06262,147
DB00706,147
DB00457,147
DB01136,147
DB00543,147
DB00334,147
DB00246,147
DB06207,147
DB01576,147
DB00934,147
DB00925,147
DB01622,147
DB01608,147
DB00590,147
DB01614,147
DB01162,147
DB09202,147
DB00211,147
DB00420,147
DB06144,147
DB00575,147
DB01579,147
DB00777,147
DB01186,147
DB00679,147
DB00346,147
DB01200,147
DB05492,147
DB00477,147
DB00370,147
DB01142,147
DB00800,147
DB01151,147
DB00388,147
DB00368,147
DB06694,147
DB00248,147
DB00321,147
DB01267,147
DB00200,4594
DB00115,4594
DB00696,146
DB01162,146
DB06694,146
DB06148,146
DB01151,146
DB00800,146
DB00457,146
DB00543,146
DB04855,146
DB00346,146
DB00575,146
DB00211,146
DB00935,146
DB00458,146
DB00622,146
DB00723,146
DB00182,146
DB00298,146
DB01142,146
DB00321,146
DB00368,146
DB09202,146
DB00598,146
DB06207,146
DB00590,146
DB01136,146
DB05492,146
DB01049,146
DB00388,146
DB06144,146
DB00706,146
DB06262,146
DB00370,146
DB00934,146
DB01403,146
DB00540,146
DB01186,146
DB01224,146
DB01365,146
DB00420,146
DB01200,146
DB00668,146
DB00925,146
DB00777,146
DB00477,146
DB00248,146
DB05469,146
DB04922,9254
DB00996,9254
DB01023,9254
DB01118,9254
DB00270,9254
DB01244,9254
DB00421,9254
DB01054,9254
DB08385,2166
DB08400,2166
DB00818,2166
DB06894,2166
DB02465,2166
DB00599,2166
DB03758,5165
DB03760,5165
DB06147,1588
DB00917,1588
DB00882,1588
DB01006,1588
DB01229,1588
DB00894,1588
DB05338,1588
DB00269,1588
DB01007,1588
DB00358,1588
DB00389,1588
DB06710,1588
DB00072,1588
DB01234,1588
DB00624,1588
DB00197,1588
DB00257,1588
DB08804,1588
DB04794,1588
DB00675,1588
DB04839,1588
DB00857,1588
DB05875,1588
DB01406,1588
DB02342,1588
DB00357,1588
DB00481,1588
DB00984,1588
DB00974,1588
DB01217,1588
DB00255,1588
DB00333,1588
DB05804,1588
DB00184,1588
DB00858,1588
DB02901,1588
DB01065,1588
DB01110,1588
DB01127,1588
DB01227,1588
DB00926,1588
DB00292,1588
DB05749,1588
DB00443,1588
DB00990,1588
DB06719,1588
DB00856,1588
DB01026,1588
DB00367,1588
DB00114,6470
DB02800,6470
DB02067,6470
DB00116,6470
DB00145,6470
DB01055,6470
DB02824,6470
DB05096,2913
DB06637,3752
DB00321,3752
DB00280,3752
DB00458,3752
DB01085,1129
DB00340,1129
DB01226,1129
DB00725,1129
DB00458,1129
DB01336,1129
DB00342,1129
DB00715,1129
DB00804,1129
DB00572,1129
DB01151,1129
DB00508,1129
DB00809,1129
DB01409,1129
DB00334,1129
DB00517,1129
DB01231,1129
DB01062,1129
DB00505,1129
DB00726,1129
DB00246,1129
DB01591,1129
DB00934,1129
DB00568,1129
DB00392,1129
DB00411,1129
DB00408,1129
DB00462,1129
DB01238,1129
DB01239,1129
DB01019,1129
DB00483,1129
DB01148,1129
DB01403,1129
DB09076,1129
DB00986,1129
DB01036,1129
DB00540,1129
DB08801,1129
DB00785,1129
DB00777,1129
DB00321,1129
DB01224,1129
DB01221,1129
DB00332,1129
DB00454,1129
DB01338,1129
DB00376,1129
DB01135,1129
DB06702,1129
DB00280,1129
DB00907,1129
DB00622,1129
DB00424,1129
DB00387,1129
DB00835,1129
DB01069,1129
DB05752,1129
DB00363,1129
DB00543,1129
DB00383,1129
DB00747,1129
DB08897,1129
DB00496,1129
DB00767,1129
DB00434,1129
DB00420,1129
DB01142,1129
DB00202,1129
DB01337,1129
DB00728,1129
DB03179,118881
DB01752,118881
DB03923,118881
DB06678,3358
DB04871,3358
DB01392,3358
DB00540,3358
DB00777,3358
DB01242,3358
DB00420,3358
DB00363,3358
DB00268,3358
DB00714,3358
DB01191,3358
DB01142,3358
DB00726,3358
DB01149,3358
DB06216,3358
DB00656,3358
DB00246,3358
DB01403,3358
DB09014,3358
DB01238,3358
DB00248,3358
DB00193,3358
DB00574,3358
DB01200,3358
DB01221,3358
DB00543,3358
DB06594,3358
DB05492,3358
DB01454,3358
DB01079,3358
DB01186,3358
DB00408,3358
DB00734,3358
DB00805,3358
DB01224,3358
DB04884,3358
DB00370,3358
DB00458,3358
DB01151,3358
DB01239,3358
DB00934,3358
DB06144,3358
DB00477,3358
DB00413,3358
DB00696,3358
DB00334,3358
DB00434,3358
DB06148,3358
DB00321,3358
DB00247,3358
DB01049,3358
DB01267,3358
DB00589,3358
DB03757,1990
DB03925,1990
DB08641,1990
DB03702,1990
DB02341,1990
DB07956,1990
DB08614,1990
DB08007,1990
DB07957,1990
DB01844,1990
DB03890,1990
DB07955,1990
DB07433,1990
DB08640,1990
DB06951,1990
DB03202,1990
DB02114,1990
DB08697,5328
DB07625,5328
DB02398,5328
DB03876,5328
DB03865,5328
DB03046,5328
DB02526,5328
DB02705,5328
DB01977,5328
DB06855,5328
DB07129,5328
DB06854,5328
DB01905,5328
DB06856,5328
DB04059,5328
DB03476,5328
DB05254,5328
DB02193,5328
DB04172,5328
DB07076,5328
DB03082,5328
DB03127,5328
DB03136,5328
DB02473,5328
DB03729,5328
DB06857,5328
DB02551,5328
DB03782,5328
DB07122,5328
DB08072,5328
DB00594,5328
DB07626,5328
DB03159,5328
DB00013,5328
DB00945,1645
DB00936,1645
DB00157,1645
DB07931,1645
DB07768,1645
DB03461,1645
DB04674,1645
DB00812,5743
DB00482,5743
DB00554,5743
DB01009,5743
DB01283,5743
DB00773,5743
DB05804,5743
DB01014,5743
DB08819,5743
DB00580,5743
DB09217,5743
DB01050,5743
DB00465,5743
DB00586,5743
DB08439,5743
DB04552,5743
DB01404,5743
DB00041,5743
DB06725,5743
DB01419,5743
DB00605,5743
DB03866,5743
DB01435,5743
DB00480,5743
DB00861,5743
DB00720,5743
DB00795,5743
DB00500,5743
DB00360,5743
DB01401,5743
DB02709,5743
DB00159,5743
DB01397,5743
DB00884,5743
DB04743,5743
DB00788,5743
DB00469,5743
DB00991,5743
DB00233,5743
DB00936,5743
DB05335,5743
DB00945,5743
DB06804,5743
DB00856,5743
DB00939,5743
DB00814,5743
DB01399,5743
DB00821,5743
DB02266,5743
DB00515,5743
DB00963,5743
DB00573,5743
DB00461,5743
DB01628,5743
DB00244,5743
DB00887,5743
DB04725,5743
DB05875,5743
DB00005,5743
DB00712,5743
DB06802,5743
DB00784,5743
DB00316,5743
DB00620,5743
DB00870,5743
DB00154,5743
DB00328,5743
DB05095,5743
DB00250,5743
DB03477,5743
DB01600,5743
DB00533,5743
DB01041,5743
DB00749,5743
DB06774,5743
DB08910,5743
DB01395,5743
DB00035,5743
DB01398,5743
DB07934,2147
DB06866,2147
DB06869,2147
DB06854,2147
DB06853,2147
DB07508,2147
DB07521,2147
DB06861,2147
DB00278,2147
DB04591,2147
DB06859,2147
DB07796,2147
DB07944,2147
DB06947,2147
DB07461,2147
DB04697,2147
DB01766,2147
DB07133,2147
DB08546,2147
DB06911,2147
DB07190,2147
DB07376,2147
DB07083,2147
DB07897,2147
DB07639,2147
DB06841,2147
DB07027,2147
DB07659,2147
DB00025,2147
DB06865,2147
DB07353,2147
DB07522,2147
DB06919,2147
DB07016,2147
DB06878,2147
DB07165,2147
DB07279,2147
DB07665,2147
DB07658,2147
DB07400,2147
DB07005,2147
DB07091,2147
DB00055,2147
DB00001,2147
DB06996,2147
DB06838,2147
DB00006,2147
DB04722,2147
DB07548,2147
DB08624,2147
DB07515,2147
DB04771,2147
DB06850,2147
DB07131,2147
DB07088,2147
DB07128,2147
DB03865,2147
DB07549,2147
DB08187,2147
DB02351,2147
DB08062,2147
DB03159,2147
DB06868,2147
DB06942,2147
DB07277,2147
DB07946,2147
DB07278,2147
DB02193,2147
DB07527,2147
DB07660,2147
DB07211,2147
DB06845,2147
DB04898,2147
DB01767,2147
DB07741,2147
DB04136,2147
DB07105,2147
DB04772,2147
DB07095,2147
DB08254,2147
DB06936,2147
DB08152,2147
DB00170,2147
DB01123,2147
DB07120,2147
DB07550,2147
DB02723,2147
DB08422,2147
DB03847,2147
DB08061,2147
DB00100,2147
DB07143,2147
DB07809,2147
DB05777,2147
DB07440,2147
DB06695,2147
DB04786,2147
DB07366,2147
DB03136,2147
DB06858,2147
DB07718,2147
DB06929,2147
DB00622,1555
DB08896,1555
DB06697,1555
DB00197,1555
DB01156,1555
DB01043,1555
DB02974,1555
DB01138,1555
DB06148,1555
DB00898,1555
DB00435,1555
DB00849,1555
DB00908,1555
DB00997,1555
DB04841,1555
DB00208,1555
DB00439,1555
DB00458,1555
DB04930,1555
DB00772,1555
DB00514,1555
DB00285,1555
DB04868,1555
DB00748,1555
DB00850,1555
DB00641,1555
DB00758,1555
DB01074,1555
DB00220,1555
DB01037,1555
DB01236,1555
DB01234,1555
DB06738,1555
DB08864,1555
DB00381,1555
DB00257,1555
DB01173,1555
DB09280,1555
DB00231,1555
DB01076,1555
DB01544,1555
DB00238,1555
DB01075,1555
DB00751,1555
DB08899,1555
DB00515,1555
DB01174,1555
DB01181,1555
DB01167,1555
DB09068,1555
DB01159,1555
DB08369,1555
DB01104,1555
DB00349,1555
DB01184,1555
DB04975,1555
DB03575,1555
DB00313,1555
DB06770,1555
DB00835,1555
DB00625,1555
DB00655,1555
DB06209,1555
DB00296,1555
DB01221,1555
DB00215,1555
DB00321,1555
DB00745,1555
DB01601,1555
DB00281,1555
DB01151,1555
DB00472,1555
DB00531,1555
DB00715,1555
DB01435,1555
DB06413,1555
DB00675,1555
DB00199,1555
DB00532,1555
DB00568,1555
DB00564,1555
DB00379,1555
DB00683,1555
DB00755,1555
DB01045,1555
DB04938,1555
DB00865,1555
DB00169,1555
DB09074,1555
DB04817,1555
DB04572,1555
DB00753,1555
DB01394,1555
DB00818,1555
DB00763,1555
DB01028,1555
DB01095,1555
DB01069,1555
DB00636,1555
DB00176,1555
DB00836,1555
DB00701,1555
DB04664,1555
DB00661,1555
DB06176,1555
DB00193,1555
DB00503,1555
DB00398,1555
DB01466,1555
DB01115,1555
DB00481,1555
DB01026,1555
DB00778,1555
DB01559,1555
DB00454,1555
DB00972,1555
DB01320,1555
DB04794,1555
DB00252,1555
DB01110,1555
DB00333,1555
DB00624,1555
DB09054,1555
DB06710,1555
DB00184,1555
DB00762,1555
DB00794,1555
DB00586,1555
DB04871,1555
DB00829,1555
DB06729,1555
DB00604,1555
DB09570,1555
DB07374,6138
DB08437,6138
DB02494,6138
DB00169,7421
DB05295,7421
DB00146,7421
DB00910,7421
DB07530,7421
DB03451,7421
DB00153,7421
DB05024,7421
DB04796,7421
DB08696,7421
DB04258,7421
DB02300,7421
DB01436,7421
DB01070,7421
DB00136,7421
DB08742,7421
DB07347,2597
DB00157,2597
DB03893,2597
DB02059,2597
DB06016,3350
DB09068,3350
DB00248,3350
DB01392,3350
DB00904,3350
DB00960,3350
DB04829,3350
DB04884,3350
DB00656,3350
DB01221,3350
DB08810,3350
DB06684,3350
DB05280,3350
DB00589,3350
DB01200,3350
DB06148,3350
DB00543,3350
DB00734,3350
DB00714,3350
DB00696,3350
DB00268,3350
DB00216,3350
DB04888,3350
DB05339,3350
DB05509,3350
DB00458,3350
DB00477,3350
DB08807,3350
DB00952,3350
DB00321,3350
DB09128,3350
DB04970,3350
DB00408,3350
DB00413,3350
DB00334,3350
DB00866,3350
DB00490,3350
DB01618,3350
DB00988,3350
DB01622,3350
DB00363,3350
DB01151,3350
DB01621,3350
DB01267,3350
DB04946,3350
DB01049,3350
DB01149,3350
DB00669,3350
DB01616,3350
DB00540,3350
DB01142,3350
DB01224,3350
DB06216,3350
DB00571,3350
DB01614,3350
DB05271,3350
DB01186,3350
DB08815,3350
DB00315,3350
DB00246,3350
DB04908,3350
DB01359,3350
DB01238,3350
DB00726,3350
DB00247,3350
DB04400,5053
DB02562,5053
DB06262,5053
DB00360,5053
DB00668,5053
DB00120,5053
DB04419,5053
DB03673,5053
DB00368,5053
DB02692,5053
DB00174,4677
DB00155,4842
DB03892,4842
DB08018,4842
DB03461,4842
DB03247,4842
DB04223,4842
DB02692,4842
DB02727,4842
DB03710,4842
DB08019,4842
DB03144,4842
DB02044,4842
DB02644,4842
DB02077,4842
DB01942,4842
DB03147,4842
DB01821,4842
DB02027,4842
DB00997,4842
DB02991,4842
DB03707,4842
DB06096,4842
DB02143,4842
DB01997,4842
DB03449,4842
DB06695,7366
DB00197,7366
DB00973,7366
DB00842,7366
DB00186,7366
DB00313,7366
DB00316,7366
DB00295,7366
DB06678,3356
DB00540,3356
DB00933,3356
DB01242,3356
DB01267,3356
DB09016,3356
DB00726,3356
DB00477,3356
DB08927,3356
DB01149,3356
DB00458,3356
DB00420,3356
DB00246,3356
DB04946,3356
DB01403,3356
DB00734,3356
DB01221,3356
DB00715,3356
DB01442,3356
DB01151,3356
DB05743,3356
DB04842,3356
DB00696,3356
DB05492,3356
DB01623,3356
DB06077,3356
DB01142,3356
DB01239,3356
DB01049,3356
DB00409,3356
DB06216,3356
DB00543,3356
DB01079,3356
DB05316,3356
DB01621,3356
DB05227,3356
DB01624,3356
DB00714,3356
DB00604,3356
DB06016,3356
DB00656,3356
DB00805,3356
DB09128,3356
DB01069,3356
DB01224,3356
DB06148,3356
DB00934,3356
DB00248,3356
DB05026,3356
DB01238,3356
DB00434,3356
DB00777,3356
DB00363,3356
DB00370,3356
DB01622,3356
DB01454,3356
DB00751,3356
DB00413,3356
DB01618,3356
DB00321,3356
DB01614,3356
DB06144,3356
DB00843,3356
DB01392,3356
DB01200,3356
DB00875,3356
DB00924,3356
DB05687,3356
DB06288,3356
DB00502,3356
DB00268,3356
DB00247,3356
DB01186,3356
DB08815,3356
DB00589,3356
DB00679,3356
DB05079,3356
DB01488,3356
DB00334,3356
DB04599,3356
DB08810,3356
DB00408,3356
DB04908,3356
DB00289,2903
DB01159,2903
DB06741,2903
DB06738,2903
DB00949,2903
DB01708,2903
DB00454,2903
DB00659,2903
DB06151,2903
DB01520,2903
DB00418,2903
DB00312,2903
DB00145,2903
DB04896,2903
DB00996,2903
DB00142,2903
DB01043,2903
DB01174,2903
DB00114,55163
DB03247,55163
DB03345,55163
DB02209,55163
DB00157,4720
DB00997,4720
DB05424,1956
DB05900,1956
DB07602,1956
DB07662,1956
DB00317,1956
DB08916,1956
DB05294,1956
DB05101,1956
DB04988,1956
DB00072,1956
DB01259,1956
DB05774,1956
DB00281,1956
DB09559,1956
DB09330,1956
DB00530,1956
DB00002,1956
DB05374,1956
DB01269,1956
DB05324,1956
DB03496,1956
DB01695,7167
DB03026,7167
DB07387,7167
DB03379,7167
DB03314,7167
DB03132,7167
DB04326,7167
DB03900,7167
DB02726,7167
DB03135,7167
DB04447,7167
DB04510,7167
DB00852,154
DB00195,154
DB00489,154
DB01363,154
DB00540,154
DB00368,154
DB00370,154
DB00612,154
DB05849,154
DB00334,154
DB00221,154
DB00938,154
DB01366,154
DB01365,154
DB01407,154
DB01102,154
DB00726,154
DB01408,154
DB01580,154
DB00867,154
DB01288,154
DB04861,154
DB00264,154
DB01193,154
DB01291,154
DB00521,154
DB00816,154
DB00397,154
DB00925,154
DB07543,154
DB00571,154
DB00866,154
DB00901,154
DB01359,154
DB01274,154
DB09080,154
DB00449,154
DB05039,154
DB00668,154
DB09082,154
DB00598,154
DB00248,154
DB01214,154
DB06262,154
DB01295,154
DB01203,154
DB00217,154
DB04846,154
DB00321,154
DB01210,154
DB00960,154
DB00182,154
DB00841,154
DB01001,154
DB00373,154
DB01151,154
DB08807,154
DB01064,154
DB08808,154
DB06726,154
DB01136,154
DB00983,154
DB00871,154
DB00335,154
DB06216,154
DB00143,2948
DB03032,2948
DB03706,2948
DB04132,2948
DB03003,2948
DB03597,2948
DB00594,26
DB03608,26
DB07680,1215
DB03149,1215
DB04016,1215
DB03814,1215
DB03297,1215
DB00157,4701
DB00670,1128
DB00496,1128
DB01231,1128
DB01221,1128
DB00334,1128
DB00411,1128
DB00942,1128
DB00804,1128
DB01142,1128
DB00340,1128
DB01224,1128
DB00202,1128
DB01036,1128
DB00934,1128
DB04843,1128
DB00408,1128
DB00835,1128
DB00540,1128
DB00725,1128
DB01239,1128
DB00986,1128
DB00458,1128
DB08897,1128
DB00342,1128
DB01618,1128
DB00517,1128
DB00332,1128
DB00572,1128
DB00363,1128
DB00376,1128
DB09076,1128
DB00543,1128
DB00508,1128
DB00185,1128
DB00215,1128
DB00246,1128
DB00462,1128
DB00424,1128
DB00907,1128
DB06702,1128
DB00726,1128
DB01175,1128
DB01085,1128
DB00622,1128
DB00777,1128
DB00805,1128
DB00209,1128
DB00715,1128
DB01591,1128
DB00366,1128
DB01148,1128
DB00392,1128
DB00420,1128
DB00434,1128
DB00505,1128
DB01403,1128
DB00875,1128
DB01233,1128
DB00245,1128
DB00387,1128
DB00940,1128
DB00747,1128
DB05152,1128
DB00782,1128
DB00568,1128
DB00979,1128
DB00321,1128
DB00219,1128
DB00767,1128
DB00454,1128
DB00785,1128
DB01151,1128
DB04365,1128
DB01409,1128
DB01238,1128
DB00354,1128
DB00809,1128
DB05766,1128
DB00810,1128
DB00280,1128
DB00477,1128
DB01062,1128
DB00771,1128
DB00383,1128
DB01069,1128
DB05752,1128
DB01102,155
DB00334,155
DB01288,155
DB06726,155
DB00726,155
DB00182,155
DB01407,155
DB05395,155
DB01064,155
DB06262,155
DB08893,155
DB00668,155
DB08807,155
DB00540,155
DB00571,155
DB01365,155
DB00217,155
DB00368,155
DB01363,155
DB08808,155
DB00321,155
DB01207,6915
DB00126,5066
DB04150,5066
DB02598,5066
DB08846,5579
DB00163,5579
DB00675,5579
DB01738,5579
DB01954,5144
DB05676,5144
DB01656,5144
DB00920,5144
DB04469,5144
DB01088,5144
DB03849,5144
DB01791,5144
DB04149,5144
DB04271,5144
DB00651,5144
DB05219,5144
DB05298,5144
DB08299,5144
DB07954,5144
DB06842,5144
DB02676,5144
DB00131,5144
DB03606,5144
DB02918,5144
DB00201,5144
DB07051,5144
DB05266,5144
DB01959,5144
DB03183,5144
DB00268,3352
DB01238,3352
DB00334,3352
DB00408,3352
DB00320,3352
DB01267,3352
DB05743,3352
DB00246,3352
DB01049,3352
DB01392,3352
DB00998,3352
DB00321,3352
DB01186,3352
DB00696,3352
DB00248,3352
DB01224,3352
DB06096,3352
DB00216,3352
DB00669,3352
DB00918,3352
DB01221,3352
DB00953,3352
DB00734,3352
DB00363,3352
DB00315,3352
DB00714,3352
DB00952,3352
DB00726,3352
DB01200,3352
DB00413,3352
DB00589,3352
DB09026,5972
DB08099,5972
DB03736,5972
DB01844,5972
